unique_id,soil_ph,soil_organic_carbon_gkg,soil_nitrogen_gkg,soil_clay_pct,soil_sand_pct,soil_cec_cmolkg,soil_bulk_density_gcm3
0c47cc8f,5.8,13.879731724872835,1.3869108535242765,39.0,36.0,11.182493960703471,1.22
0c584009,5.6,11.182493960703471,1.0750806076741224,36.0,45.0,11.182493960703471,1.39
0c5fac36,5.5,13.879731724872835,1.203396426255937,44.0,31.0,8.974182454814718,1.23
0c61439d,5.4,11.182493960703471,1.2704998375324057,42.0,37.0,10.0231763806416,1.31
0c64a244,5.6,15.444646771097048,1.4108997064172095,43.0,27.0,11.182493960703471,1.28
0c78e32d,5.3,12.463738035001692,1.0959355144943643,40.0,35.0,10.0231763806416,1.24
0c848060,5.6,13.879731724872835,1.4351296512898744,41.0,36.0,11.182493960703471,1.21
0cb24ac1,5.7,15.444646771097048,1.2704998375324057,42.0,39.0,10.0231763806416,1.19
0cc49940,5.2,11.182493960703471,1.1170000166126748,41.0,31.0,8.974182454814718,1.29
0ce538b4,5.4,13.879731724872835,1.5599814183292713,42.0,28.0,10.0231763806416,1.2
0cfca275,5.5,19.085536923187668,2.034358394435676,44.0,33.0,12.463738035001692,1.09
0d02c0c4,5.4,19.085536923187668,2.2219926385285,47.0,23.0,13.879731724872835,1.1
0d05ab99,5.8,10.0231763806416,1.0544332106438876,38.0,35.0,7.166169912567652,1.33
0d29c375,,,,,,,
0d2b0006,5.5,12.463738035001692,1.3396468519259908,44.0,34.0,10.0231763806416,1.23
0d2f1570,5.5,15.444646771097048,1.45960311115695,45.0,33.0,8.974182454814718,1.22
0d49f9c4,5.5,12.463738035001692,1.0544332106438876,42.0,31.0,8.025013499434122,1.27
0d67dc97,5.4,12.463738035001692,1.4351296512898744,40.0,37.0,8.974182454814718,1.24
0d884bad,5.3,12.463738035001692,1.1597662537849152,38.0,34.0,11.182493960703471,1.32
0d900914,5.3,12.463738035001692,1.203396426255937,41.0,35.0,8.025013499434122,1.26
0da45d21,5.6,13.879731724872835,1.3869108535242765,43.0,34.0,10.0231763806416,1.2
0da743b2,5.7,15.444646771097048,1.4351296512898744,41.0,38.0,10.0231763806416,1.14
0da83c96,5.5,12.463738035001692,1.4108997064172095,45.0,28.0,11.182493960703471,1.26
0dc73994,5.9,11.182493960703471,1.181472265498201,41.0,40.0,10.0231763806416,1.26
0dd52165,5.7,15.444646771097048,1.4351296512898744,39.0,39.0,12.463738035001692,1.23
0e0635fc,5.5,19.085536923187668,1.801065834699079,43.0,40.0,12.463738035001692,1.19
0e10d599,5.6,8.025013499434122,0.7682670514337351,28.0,55.0,6.38905609893065,1.35
0e318928,5.5,12.463738035001692,1.2933187402641826,42.0,34.0,10.0231763806416,1.27
0e4226b7,5.6,12.463738035001692,1.1170000166126748,40.0,40.0,8.974182454814718,1.18
0e55f553,5.6,8.025013499434122,0.8589280418463421,27.0,54.0,6.38905609893065,1.31
0e5d494d,5.9,8.974182454814718,0.9155408290138962,36.0,46.0,8.974182454814718,1.27
0e6dbfac,5.6,11.182493960703471,1.0137527074704766,41.0,34.0,10.0231763806416,1.34
0e8037f0,5.8,13.879731724872835,1.509290389936298,40.0,41.0,12.463738035001692,1.24
0e86b6ed,5.5,11.182493960703471,0.9738777322304476,37.0,36.0,8.025013499434122,1.31
0eb56d5b,5.5,15.444646771097048,1.4351296512898744,45.0,33.0,8.974182454814718,1.17
0ec8ceb3,5.8,12.463738035001692,1.1382762204968184,39.0,37.0,8.025013499434122,1.25
0ed2b1b6,5.4,8.974182454814718,0.9155408290138962,41.0,38.0,7.166169912567652,1.37
0ee82af6,5.6,15.444646771097048,1.3396468519259908,41.0,35.0,12.463738035001692,1.21
0eea425c,5.9,11.182493960703471,0.9542373206359396,27.0,53.0,10.0231763806416,1.34
0efb87c6,5.3,12.463738035001692,1.0339912586467506,41.0,36.0,8.974182454814718,1.26
0f001e22,6.0,12.463738035001692,1.3163669767810915,42.0,42.0,12.463738035001692,1.25
0f058e3a,5.4,13.879731724872835,1.509290389936298,43.0,36.0,11.182493960703471,1.26
0f23b0bf,5.6,12.463738035001692,1.203396426255937,39.0,35.0,8.025013499434122,1.22
